page_id,route,page_title,surface_kind,roles,templates,source_contract_status,visual_review,keyboard_and_screen_reader,responsive_and_zoom,workflow_validation,reviewer,findings,signoff
UI-PAGE-748EB16E46,/partners/<str:partner_id>/status,Partner Status,action,ACCOUNTANT; ADMIN; BUSINESS_TRANSFORMATION; CCEO; CD; HR; IA; MFI_ADMIN; MFI_OFFICER; PARTNER; PL; PROJECT_COORDINATOR; RPL; RVP,,not-applicable-nonvisual,Pending independent review,Pending,Pending,Pending,,,Not signed off
UI-PAGE-C6043D2C4C,/partners/create,Create Partner,drawer,ACCOUNTANT; ADMIN; BUSINESS_TRANSFORMATION; CCEO; CD; HR; IA; MFI_ADMIN; MFI_OFFICER; PARTNER; PL; PROJECT_COORDINATOR; RPL; RVP,partials/partners/create_partner_drawer.html,pass-automated-contract,Pending independent review,Pending,Pending,Pending,,,Not signed off
UI-PAGE-4D179B38E1,/payroll-readiness,· Edify,page,ACCOUNTANT; ADMIN; HR,pages/hr/module_workspace.html,pass-automated-contract,Pending independent review,Pending,Pending,Pending,,,Not signed off
UI-PAGE-2703FFD952,/performance-conversation,· Edify,page,ACCOUNTANT; ADMIN; CCEO; CD; HR; IA; PL; PROJECT_COORDINATOR; RVP,pages/hr/performance_conversation.html,pass-automated-contract,Pending independent review,Pending,Pending,Pending,,,Not signed off
UI-PAGE-9DBC537708,/performance-conversation/<str:review_id>/acknowledge,Performance Acknowledge,action,ACCOUNTANT; ADMIN; CCEO; CD; HR; IA; PL; PROJECT_COORDINATOR; RVP,,not-applicable-nonvisual,Pending independent review,Pending,Pending,Pending,,,Not signed off
UI-PAGE-51B5B1F21B,/performance-conversation/<str:review_id>/agree-priorities,Performance Agree Priorities,action,ACCOUNTANT; ADMIN; CCEO; CD; HR; IA; PL; PROJECT_COORDINATOR; RVP,,not-applicable-nonvisual,Pending independent review,Pending,Pending,Pending,,,Not signed off
UI-PAGE-39ACAF881B,/performance-conversation/<str:review_id>/document/<str:window>,Conversation Record · Edify,page,ACCOUNTANT; ADMIN; CCEO; CD; HR; IA; PL; PROJECT_COORDINATOR; RVP,pages/hr/conversation_document.html,pass-automated-contract,Pending independent review,Pending,Pending,Pending,,,Not signed off
UI-PAGE-6F587BE6C9,/performance-conversation/<str:review_id>/sign-off,Performance Signoff,action,ACCOUNTANT; ADMIN; CCEO; CD; HR; IA; PL; PROJECT_COORDINATOR; RVP,,not-applicable-nonvisual,Pending independent review,Pending,Pending,Pending,,,Not signed off
UI-PAGE-E9C534D90A,/performance-conversation/priority/<str:priority_id>/save,Performance Input Save,action,ACCOUNTANT; ADMIN; CCEO; CD; HR; IA; PL; PROJECT_COORDINATOR; RVP,,not-applicable-nonvisual,Pending independent review,Pending,Pending,Pending,,,Not signed off
UI-PAGE-66265DC120,/performance-conversation/value/<str:commitment_id>/save,Performance Value Save,action,ACCOUNTANT; ADMIN; CCEO; CD; HR; IA; PL; PROJECT_COORDINATOR; RVP,,not-applicable-nonvisual,Pending independent review,Pending,Pending,Pending,,,Not signed off
UI-PAGE-FEC3ADCF78,/performance-reviews,· Edify,page,ADMIN; CD; HR; PL,pages/hr/module_workspace.html,pass-automated-contract,Pending independent review,Pending,Pending,Pending,,,Not signed off
UI-PAGE-354829C91A,/personal-time-off,Personal Time Off · Edify,page,ACCOUNTANT; ADMIN; BUSINESS_TRANSFORMATION; CCEO; CD; HR; IA; MFI_ADMIN; MFI_OFFICER; PL; PROJECT_COORDINATOR; RPL; RVP,pages/leave/personal_time_off.html,pass-automated-contract,Pending independent review,Pending,Pending,Pending,,,Not signed off
UI-PAGE-926EDC0255,/personal-time-off/,Personal Time Off · Edify,page,ACCOUNTANT; ADMIN; BUSINESS_TRANSFORMATION; CCEO; CD; HR; IA; MFI_ADMIN; MFI_OFFICER; PL; PROJECT_COORDINATOR; RPL; RVP,pages/leave/personal_time_off.html,pass-automated-contract,Pending independent review,Pending,Pending,Pending,,,Not signed off
UI-PAGE-E3DCA613F4,/personal-time-off/eligible-cover,Eligible Cover Api,action,ACCOUNTANT; ADMIN; BUSINESS_TRANSFORMATION; CCEO; CD; HR; IA; MFI_ADMIN; MFI_OFFICER; PL; PROJECT_COORDINATOR; RPL; RVP,,not-applicable-nonvisual,Pending independent review,Pending,Pending,Pending,,,Not signed off
UI-PAGE-2C8CECE1C4,/personal-time-off/request,Request Leave Drawer,drawer,ACCOUNTANT; ADMIN; BUSINESS_TRANSFORMATION; CCEO; CD; HR; IA; MFI_ADMIN; MFI_OFFICER; PL; PROJECT_COORDINATOR; RPL; RVP,partials/leave/request_leave_drawer.html,pass-automated-contract,Pending independent review,Pending,Pending,Pending,,,Not signed off
UI-PAGE-9508BC10E6,/personal-time-off/request/,Request Leave Drawer View,drawer,ACCOUNTANT; ADMIN; BUSINESS_TRANSFORMATION; CCEO; CD; HR; IA; MFI_ADMIN; MFI_OFFICER; PL; PROJECT_COORDINATOR; RPL; RVP,partials/leave/request_leave_drawer.html,pass-automated-contract,Pending independent review,Pending,Pending,Pending,,,Not signed off
UI-PAGE-6505F2DCFE,/pl/review-queue,Completion Reviews · Edify,page,ADMIN; PL,pages/my_plan/pl_queue.html,pass-automated-contract,Pending independent review,Pending,Pending,Pending,,,Not signed off
UI-PAGE-C057B93829,/pl/review-queue/<str:activity_id>/confirm,Pl Confirm,action,ADMIN; PL,,not-applicable-nonvisual,Pending independent review,Pending,Pending,Pending,,,Not signed off
UI-PAGE-4A1A757947,/pl/review-queue/<str:activity_id>/drawer,Pl Review Drawer,drawer,ADMIN; PL,partials/hr/form_drawer.html,pass-automated-contract,Pending independent review,Pending,Pending,Pending,,,Not signed off
UI-PAGE-5B9704236A,/pl/review-queue/<str:activity_id>/return,Pl Return,action,ADMIN; PL,,not-applicable-nonvisual,Pending independent review,Pending,Pending,Pending,,,Not signed off
UI-PAGE-80D35194CE,/pl/review-queue/<str:activity_id>/return-drawer,Pl Return Drawer,drawer,ADMIN; PL,partials/hr/form_drawer.html,pass-automated-contract,Pending independent review,Pending,Pending,Pending,,,Not signed off
UI-PAGE-5F1957110F,/planning,Planning,partial,ACCOUNTANT; ADMIN; CCEO; CD; IA; PL; PROJECT_COORDINATOR,partials/planning/school_table.html; pages/planning/index.html,pass-automated-contract,Pending independent review,Pending,Pending,Pending,,,Not signed off
UI-PAGE-2460A9454D,/planning/assign-partner-action,Planning Assign Partner Action,action,ACCOUNTANT; ADMIN; CCEO; CD; IA; PL; PROJECT_COORDINATOR,,not-applicable-nonvisual,Pending independent review,Pending,Pending,Pending,,,Not signed off
UI-PAGE-39DFC686C6,/planning/assign-partner-modal,Planning Assign Partner Modal,drawer,ACCOUNTANT; ADMIN; CCEO; CD; IA; PL; PROJECT_COORDINATOR,partials/planning/assign_partner_drawer.html,pass-automated-contract,Pending independent review,Pending,Pending,Pending,,,Not signed off
UI-PAGE-E0F3508137,/planning/bulk-action,Planning Bulk Action,action,ACCOUNTANT; ADMIN; CCEO; CD; IA; PL; PROJECT_COORDINATOR,,not-applicable-nonvisual,Pending independent review,Pending,Pending,Pending,,,Not signed off
UI-PAGE-CDB4BA67D1,/planning/intelligence,Planning Intelligence,action,ACCOUNTANT; ADMIN; CCEO; CD; IA; PL; PROJECT_COORDINATOR,,not-applicable-nonvisual,Pending independent review,Pending,Pending,Pending,,,Not signed off
UI-PAGE-70E52CFA17,/planning/route-preview,Planning Route Preview,partial,ACCOUNTANT; ADMIN; CCEO; CD; IA; PL; PROJECT_COORDINATOR,partials/planning/route_preview.html,pass-automated-contract,Pending independent review,Pending,Pending,Pending,,,Not signed off
UI-PAGE-739AAF8574,/planning/schedule,Schedule Activity - Edify Command Center,page,ACCOUNTANT; ADMIN; CCEO; CD; IA; PL; PROJECT_COORDINATOR,pages/planning/schedule.html,pass-automated-contract,Pending independent review,Pending,Pending,Pending,,,Not signed off
UI-PAGE-CB5D63ABE3,/planning/schedule-action,Planning Schedule Action,action,ACCOUNTANT; ADMIN; CCEO; CD; IA; PL; PROJECT_COORDINATOR,,not-applicable-nonvisual,Pending independent review,Pending,Pending,Pending,,,Not signed off
UI-PAGE-2AF2FF5ECA,/planning/schedule-modal,Planning Schedule Modal,drawer,ACCOUNTANT; ADMIN; CCEO; CD; IA; PL; PROJECT_COORDINATOR,partials/planning/schedule_cluster_drawer.html; partials/planning/schedule_drawer.html,pass-automated-contract,Pending independent review,Pending,Pending,Pending,,,Not signed off
UI-PAGE-C597B8F97C,/planning/schedule/schools,Planning Schedule School Options,partial,ACCOUNTANT; ADMIN; CCEO; CD; IA; PL; PROJECT_COORDINATOR,partials/planning/schedule_school_options.html,pass-automated-contract,Pending independent review,Pending,Pending,Pending,,,Not signed off
UI-PAGE-4F8B7694FF,/planning/visit-requests,Visit Requests - Edify Planning Tool,page,ACCOUNTANT; ADMIN; CCEO; CD; IA; PL; PROJECT_COORDINATOR,pages/planning/visit_requests.html,pass-automated-contract,Pending independent review,Pending,Pending,Pending,,,Not signed off
UI-PAGE-C8A20A3C2A,/planning/visit-requests/<str:activity_id>/<str:decision>,Visit Request Decide,action,ACCOUNTANT; ADMIN; CCEO; CD; IA; PL; PROJECT_COORDINATOR,,not-applicable-nonvisual,Pending independent review,Pending,Pending,Pending,,,Not signed off
UI-PAGE-8354F50663,/policies,· Edify,page,ADMIN; HR,pages/hr/module_workspace.html,pass-automated-contract,Pending independent review,Pending,Pending,Pending,,,Not signed off
UI-PAGE-43B307D6C8,/policy-agreement,Policy Agreement,page,,pages/documents/agreement_center.html,pass-automated-contract,Pending independent review,Pending,Pending,Pending,,,Not signed off
UI-PAGE-433A02DA3B,/policy-agreement/restricted,Access Restricted,page,,pages/documents/restricted.html,pass-automated-contract,Pending independent review,Pending,Pending,Pending,,,Not signed off
UI-PAGE-5A094101A0,/policy-compliance,Policy Compliance,page,ADMIN; CD; HR; PL; RVP,pages/documents/compliance.html,pass-automated-contract,Pending independent review,Pending,Pending,Pending,,,Not signed off
UI-PAGE-4B290608CB,/policy-compliance/comments/<str:comment_id>,Respond Comment,action,ADMIN; CD; HR; PL; RVP,,not-applicable-nonvisual,Pending independent review,Pending,Pending,Pending,,,Not signed off
UI-PAGE-27FA261421,/priorities,Priorities,action,ADMIN; CCEO; CD; HR; IA; PL; PROJECT_COORDINATOR; RPL; RVP,,not-applicable-nonvisual,Pending independent review,Pending,Pending,Pending,,,Not signed off
UI-PAGE-1B05CD6C07,/priorities/guidance,Team Guidance · Priorities · Edify,partial,ADMIN; PL,partials/dashboards/_view_tabs.html; pages/priorities/guidance.html,pass-automated-contract,Pending independent review,Pending,Pending,Pending,,,Not signed off
UI-PAGE-FA2176F212,/priorities/guidance/<str:guidance_id>,Team Guidance Drawer,drawer,ADMIN; PL,partials/hr/form_drawer.html,pass-automated-contract,Pending independent review,Pending,Pending,Pending,,,Not signed off
UI-PAGE-8285511635,/priorities/guidance/<str:guidance_id>/acknowledge,Team Guidance Acknowledge Drawer,drawer,ADMIN; CCEO; CD; HR; IA; PL; PROJECT_COORDINATOR; RPL; RVP,partials/hr/form_drawer.html,pass-automated-contract,Pending independent review,Pending,Pending,Pending,,,Not signed off
UI-PAGE-1C4B89E9E0,/priorities/guidance/<str:guidance_id>/acknowledge/save,Team Guidance Acknowledge,action,ADMIN; CCEO; CD; HR; IA; PL; PROJECT_COORDINATOR; RPL; RVP,,not-applicable-nonvisual,Pending independent review,Pending,Pending,Pending,,,Not signed off
UI-PAGE-F44FDAA72F,/priorities/guidance/<str:guidance_id>/edit,Team Guidance Edit Drawer,drawer,ADMIN; PL,partials/hr/form_drawer.html,pass-automated-contract,Pending independent review,Pending,Pending,Pending,,,Not signed off
UI-PAGE-D4EDA9D484,/priorities/guidance/<str:guidance_id>/issue,Team Guidance Issue Drawer,action,ADMIN; PL,,not-applicable-nonvisual,Pending independent review,Pending,Pending,Pending,,,Not signed off
UI-PAGE-352ADA8312,/priorities/guidance/<str:guidance_id>/issue/save,Team Guidance Issue,action,ADMIN; PL,,not-applicable-nonvisual,Pending independent review,Pending,Pending,Pending,,,Not signed off
UI-PAGE-ADFB8B7D49,/priorities/guidance/<str:guidance_id>/review,Team Guidance Review Drawer,action,ADMIN; PL,,not-applicable-nonvisual,Pending independent review,Pending,Pending,Pending,,,Not signed off
UI-PAGE-6ADBD42FCD,/priorities/guidance/<str:guidance_id>/review/save,Team Guidance Review,action,ADMIN; PL,,not-applicable-nonvisual,Pending independent review,Pending,Pending,Pending,,,Not signed off
UI-PAGE-06AF4910EE,/priorities/guidance/<str:guidance_id>/update,Team Guidance Update,action,ADMIN; PL,,not-applicable-nonvisual,Pending independent review,Pending,Pending,Pending,,,Not signed off
UI-PAGE-27179CC4DB,/priorities/guidance/<str:guidance_id>/withdraw,Team Guidance Withdraw Drawer,action,ADMIN; PL,,not-applicable-nonvisual,Pending independent review,Pending,Pending,Pending,,,Not signed off
UI-PAGE-30E4A400DC,/priorities/guidance/<str:guidance_id>/withdraw/save,Team Guidance Withdraw,action,ADMIN; PL,,not-applicable-nonvisual,Pending independent review,Pending,Pending,Pending,,,Not signed off
UI-PAGE-76FF90ED2C,/priorities/guidance/inbox,Team Guidance Inbox,partial,ADMIN; CCEO; CD; HR; IA; PL; PROJECT_COORDINATOR; RPL; RVP,partials/priorities/guidance_inbox.html,pass-automated-contract,Pending independent review,Pending,Pending,Pending,,,Not signed off
UI-PAGE-6231E9AAA1,/priorities/guidance/new,Team Guidance New Drawer,drawer,ADMIN; PL,partials/hr/form_drawer.html,pass-automated-contract,Pending independent review,Pending,Pending,Pending,,,Not signed off
UI-PAGE-9A6DC2B786,/priorities/guidance/record,Team Guidance Record,action,ADMIN; PL,,not-applicable-nonvisual,Pending independent review,Pending,Pending,Pending,,,Not signed off
UI-PAGE-E8E9A2A166,/priorities/master,Priorities,partial,ADMIN; CCEO; CD; HR; IA; PL; PROJECT_COORDINATOR; RPL; RVP,partials/dashboards/_view_tabs.html; pages/hr/priorities_master.html,pass-automated-contract,Pending independent review,Pending,Pending,Pending,,,Not signed off
UI-PAGE-EB2FC6A25B,/priorities/ssa-mapping,Measurement Rules · Edify,page,ADMIN; CD; IA; PL; PROJECT_COORDINATOR; RVP,pages/hr/ssa_mapping.html,pass-automated-contract,Pending independent review,Pending,Pending,Pending,,,Not signed off
UI-PAGE-8BBA1A3E04,/priorities/ssa-mapping/<str:item_id>/drawer,Ssa Mapping Drawer,drawer,ADMIN; CD; IA; PL; PROJECT_COORDINATOR; RVP,partials/hr/ssa_mapping_drawer.html,pass-automated-contract,Pending independent review,Pending,Pending,Pending,,,Not signed off
UI-PAGE-9C0CD92AF2,/priorities/ssa-mapping/<str:item_id>/history,Ssa Mapping History,drawer,ADMIN; CD; IA; PL; PROJECT_COORDINATOR; RVP,partials/hr/form_drawer.html,pass-automated-contract,Pending independent review,Pending,Pending,Pending,,,Not signed off
UI-PAGE-5D8206AE15,/priorities/ssa-mapping/<str:item_id>/save,Ssa Mapping Action,action,ADMIN; CD; IA; PL; PROJECT_COORDINATOR; RVP,,not-applicable-nonvisual,Pending independent review,Pending,Pending,Pending,,,Not signed off
UI-PAGE-4327B6F4C5,/priorities/ssa-mapping/rules/<str:mapping_id>/review,Ssa Mapping Rule Review Drawer,drawer,ADMIN; CD; IA; PL; PROJECT_COORDINATOR; RVP,partials/hr/form_drawer.html,pass-automated-contract,Pending independent review,Pending,Pending,Pending,,,Not signed off
UI-PAGE-7DD887F302,/priorities/ssa-mapping/rules/<str:mapping_id>/review/save,Ssa Mapping Rule Review,action,ADMIN; CD; IA; PL; PROJECT_COORDINATOR; RVP,,not-applicable-nonvisual,Pending independent review,Pending,Pending,Pending,,,Not signed off
UI-PAGE-63217B55B8,/priority-dashboard,Priority Dashboard Redirect,action,ADMIN; CCEO; CD; HR; IA; PL; PROJECT_COORDINATOR; RPL; RVP,,not-applicable-nonvisual,Pending independent review,Pending,Pending,Pending,,,Not signed off
UI-PAGE-5583719547,/profile,My Profile,page,ACCOUNTANT; ADMIN; BUSINESS_TRANSFORMATION; CCEO; CD; HR; IA; MFI_ADMIN; MFI_OFFICER; PARTNER; PL; PROJECT_COORDINATOR; RPL; RVP,pages/profile/index.html,pass-automated-contract,Pending independent review,Pending,Pending,Pending,,,Not signed off
UI-PAGE-3AAA4674E0,/programme-rollout,Programme Rollout,partial,ADMIN; PL,partials/dashboards/_view_tabs.html; pages/programme_rollout/index.html,pass-automated-contract,Pending independent review,Pending,Pending,Pending,,,Not signed off
UI-PAGE-AD54323BA8,/programme-rollout/schools,Programme Rollout Schools,action,ADMIN; PL,,not-applicable-nonvisual,Pending independent review,Pending,Pending,Pending,,,Not signed off
UI-PAGE-3B7E4DFD30,/projects,Projects,partial,ADMIN; CCEO; CD; IA; PL; PROJECT_COORDINATOR,partials/projects/portfolio_list.html; pages/projects/index.html,pass-automated-contract,Pending independent review,Pending,Pending,Pending,,,Not signed off
UI-PAGE-1B2707901E,/projects/<str:project_id>,Edify Command Center,page,ADMIN; CCEO; CD; IA; PL; PROJECT_COORDINATOR,pages/projects/detail.html,pass-automated-contract,Pending independent review,Pending,Pending,Pending,,,Not signed off
UI-PAGE-52061A5059,/projects/<str:project_id>/schools/assign,Project Assign School Action,action,ADMIN; CCEO; CD; IA; PL; PROJECT_COORDINATOR,,not-applicable-nonvisual,Pending independent review,Pending,Pending,Pending,,,Not signed off
UI-PAGE-4340ED5A6E,/projects/<str:project_id>/staff/assign,Project Assign Staff Action,action,ADMIN; CCEO; CD; IA; PL; PROJECT_COORDINATOR,,not-applicable-nonvisual,Pending independent review,Pending,Pending,Pending,,,Not signed off
UI-PAGE-987AE1FD65,/projects/analytics,Overview,partial,ADMIN; CCEO; CD; IA; PL; PROJECT_COORDINATOR,partials/projects/analytics_workspace.html; pages/projects/analytics.html,pass-automated-contract,Pending independent review,Pending,Pending,Pending,,,Not signed off
UI-PAGE-6805EDED42,/projects/create,Project Create Drawer,drawer,ADMIN; CCEO; CD; IA; PL; PROJECT_COORDINATOR,partials/projects/create_project_drawer.html,pass-automated-contract,Pending independent review,Pending,Pending,Pending,,,Not signed off
UI-PAGE-170323D795,/projects/create/action,Project Create Action,action,ADMIN; CCEO; CD; IA; PL; PROJECT_COORDINATOR,,not-applicable-nonvisual,Pending independent review,Pending,Pending,Pending,,,Not signed off
UI-PAGE-2028F7552C,/projects/filter,Projects,partial,ADMIN; CCEO; CD; IA; PL; PROJECT_COORDINATOR,partials/projects/portfolio_list.html; pages/projects/index.html,pass-automated-contract,Pending independent review,Pending,Pending,Pending,,,Not signed off
UI-PAGE-1CDA9A14C7,/projects/filters-drawer,Projects Filters Drawer,drawer,ADMIN; CCEO; CD; IA; PL; PROJECT_COORDINATOR,partials/projects/filters_drawer.html,pass-automated-contract,Pending independent review,Pending,Pending,Pending,,,Not signed off
UI-PAGE-89ED7D820F,/projects/my-plan,My Plan,partial,ADMIN; CCEO; CD; IA; PL; PROJECT_COORDINATOR,partials/projects/my_plan_workspace.html; pages/projects/my_plan.html,pass-automated-contract,Pending independent review,Pending,Pending,Pending,,,Not signed off
UI-PAGE-B86A5C6661,/projects/planning,Planning,partial,ADMIN; CCEO; CD; IA; PL; PROJECT_COORDINATOR,partials/projects/planning_workspace.html; pages/projects/planning.html,pass-automated-contract,Pending independent review,Pending,Pending,Pending,,,Not signed off
UI-PAGE-A4244346AC,/projects/planning/bulk-partner,Special Projects Bulk Partner,drawer,ADMIN; CCEO; CD; IA; PL; PROJECT_COORDINATOR,partials/projects/bulk_partner_drawer.html,pass-automated-contract,Pending independent review,Pending,Pending,Pending,,,Not signed off
UI-PAGE-9CD74FDDEC,/projects/planning/bulk-schedule,Special Projects Bulk Schedule,drawer,ADMIN; CCEO; CD; IA; PL; PROJECT_COORDINATOR,partials/projects/bulk_schedule_drawer.html,pass-automated-contract,Pending independent review,Pending,Pending,Pending,,,Not signed off
UI-PAGE-24062C4D44,/public-holidays,Calendar Blocks & Public Holidays,page,ACCOUNTANT; ADMIN; BUSINESS_TRANSFORMATION; CCEO; CD; HR; IA; MFI_ADMIN; MFI_OFFICER; PARTNER; PL; PROJECT_COORDINATOR; RPL; RVP,pages/leave/public_holidays.html,pass-automated-contract,Pending independent review,Pending,Pending,Pending,,,Not signed off
UI-PAGE-81466B885C,/public-holidays/,Calendar Blocks & Public Holidays,page,ACCOUNTANT; ADMIN; BUSINESS_TRANSFORMATION; CCEO; CD; HR; IA; MFI_ADMIN; MFI_OFFICER; PARTNER; PL; PROJECT_COORDINATOR; RPL; RVP,pages/leave/public_holidays.html,pass-automated-contract,Pending independent review,Pending,Pending,Pending,,,Not signed off
UI-PAGE-EEB299FBB6,/pulse-surveys,· Edify,page,ADMIN; HR,pages/hr/module_workspace.html,pass-automated-contract,Pending independent review,Pending,Pending,Pending,,,Not signed off
UI-PAGE-0B32E25CA5,/pulse-surveys/<str:survey_id>,Pulse Results Drawer,drawer,ADMIN; HR,partials/hr/form_drawer.html,pass-automated-contract,Pending independent review,Pending,Pending,Pending,,,Not signed off
UI-PAGE-0DC6435DA6,/pulse-surveys/<str:survey_id>/close,Pulse Close,action,ADMIN; HR,,not-applicable-nonvisual,Pending independent review,Pending,Pending,Pending,,,Not signed off
UI-PAGE-AD000D654D,/pulse-surveys/new,Pulse New Drawer,drawer,ADMIN; HR,partials/hr/form_drawer.html,pass-automated-contract,Pending independent review,Pending,Pending,Pending,,,Not signed off
UI-PAGE-52E8522123,/pulse-surveys/open,Pulse Open,action,ADMIN; HR,,not-applicable-nonvisual,Pending independent review,Pending,Pending,Pending,,,Not signed off
UI-PAGE-525708C2CC,/pulse/<str:survey_id>,· Edify,page,ACCOUNTANT; ADMIN; BUSINESS_TRANSFORMATION; CCEO; CD; HR; IA; PL; PROJECT_COORDINATOR; RPL; RVP,pages/hr/pulse_respond.html,pass-automated-contract,Pending independent review,Pending,Pending,Pending,,,Not signed off
UI-PAGE-734A2B48B5,/quality-checks,Quality Checks,page,ADMIN; CD; IA; PL,pages/quality_checks/index.html,pass-automated-contract,Pending independent review,Pending,Pending,Pending,,,Not signed off
UI-PAGE-DF36A9580D,/recognition,· Edify,page,ADMIN; HR,pages/hr/module_workspace.html,pass-automated-contract,Pending independent review,Pending,Pending,Pending,,,Not signed off
UI-PAGE-AFA78C6AFC,/recognition/award,Recognition Award,action,ADMIN; HR,,not-applicable-nonvisual,Pending independent review,Pending,Pending,Pending,,,Not signed off
UI-PAGE-A5D728E4C3,/recognition/new,Recognition New Drawer,drawer,ADMIN; HR,partials/hr/form_drawer.html,pass-automated-contract,Pending independent review,Pending,Pending,Pending,,,Not signed off
UI-PAGE-D604B8E968,/recovery-plans,· Edify,page,ADMIN; HR; PL,pages/hr/module_workspace.html,pass-automated-contract,Pending independent review,Pending,Pending,Pending,,,Not signed off
UI-PAGE-6B94343F03,/recovery-plans/<str:plan_id>,Recovery Drawer,drawer,ADMIN; HR; PL,partials/hr/form_drawer.html,pass-automated-contract,Pending independent review,Pending,Pending,Pending,,,Not signed off
UI-PAGE-F7493D9C99,/recovery-plans/<str:plan_id>/activate,Recovery Activate,action,ADMIN; HR; PL,,not-applicable-nonvisual,Pending independent review,Pending,Pending,Pending,,,Not signed off
UI-PAGE-622E803364,/recovery-plans/<str:plan_id>/check-in,Recovery Check In,action,ADMIN; HR; PL,,not-applicable-nonvisual,Pending independent review,Pending,Pending,Pending,,,Not signed off
UI-PAGE-4C2F727116,/recovery-plans/<str:plan_id>/outcome,Recovery Outcome,action,ADMIN; HR; PL,,not-applicable-nonvisual,Pending independent review,Pending,Pending,Pending,,,Not signed off
UI-PAGE-BC7352DF7A,/recovery-plans/new,Recovery New Drawer,drawer,ADMIN; HR; PL,partials/hr/form_drawer.html,pass-automated-contract,Pending independent review,Pending,Pending,Pending,,,Not signed off
UI-PAGE-D425322BE8,/recovery-plans/recommend,Recovery Recommend,action,ADMIN; HR; PL,,not-applicable-nonvisual,Pending independent review,Pending,Pending,Pending,,,Not signed off
UI-PAGE-F9822D4383,/recruitment,· Edify,page,ADMIN; CD; HR,pages/hr/module_workspace.html,pass-automated-contract,Pending independent review,Pending,Pending,Pending,,,Not signed off
UI-PAGE-2DAE9D7F72,/recruitment/<str:vacancy_id>,Vacancy Drawer,drawer,ADMIN; CD; HR,partials/hr/form_drawer.html,pass-automated-contract,Pending independent review,Pending,Pending,Pending,,,Not signed off
UI-PAGE-66C48F3393,/recruitment/<str:vacancy_id>/decide,Vacancy Decide,action,ADMIN; CD; HR,,not-applicable-nonvisual,Pending independent review,Pending,Pending,Pending,,,Not signed off
UI-PAGE-D84B6EA1E3,/recruitment/new,Vacancy Request Drawer,drawer,ADMIN; CD; HR,partials/hr/form_drawer.html,pass-automated-contract,Pending independent review,Pending,Pending,Pending,,,Not signed off
UI-PAGE-5CF04E1A5E,/recruitment/request,Vacancy Request,action,ADMIN; CD; HR,,not-applicable-nonvisual,Pending independent review,Pending,Pending,Pending,,,Not signed off
UI-PAGE-A50F715D07,/reports,Reports,page,ADMIN; CD; IA; PROJECT_COORDINATOR; RVP,pages/analytics/workspace.html; partials/analytics/panel.html; partials/analytics/scope.html,pass-automated-contract,Pending independent review,Pending,Pending,Pending,,,Not signed off
UI-PAGE-3A69BCBA57,/reset-password,Reset password,page,,pages/auth/reset_password.html,pass-automated-contract,Pending independent review,Pending,Pending,Pending,,,Not signed off
UI-PAGE-FF3BC373EE,/rvp/annual/<str:budget_id>/action,Rvp Annual Action,action,ADMIN,,not-applicable-nonvisual,Pending independent review,Pending,Pending,Pending,,,Not signed off
UI-PAGE-E363A7D6EE,/rvp/approvals,Rvp Approvals,drawer,ADMIN,partials/dashboards/rvp/approvals_drawer.html,pass-automated-contract,Pending independent review,Pending,Pending,Pending,,,Not signed off
UI-PAGE-0C3C2C11B6,/rvp/project/<str:project_id>/decision,Rvp Project Decision,action,ADMIN,,not-applicable-nonvisual,Pending independent review,Pending,Pending,Pending,,,Not signed off
UI-PAGE-4F342574B1,/rvp/strategy-note,Rvp Strategy Note,action,ADMIN,,not-applicable-nonvisual,Pending independent review,Pending,Pending,Pending,,,Not signed off
UI-PAGE-9DCE536863,/schools,School Directory,partial,ADMIN; CCEO; CD; IA; PL; PROJECT_COORDINATOR; RPL,partials/schools/table.html; partials/schools/htmx_response.html; pages/schools/index.html,pass-automated-contract,Pending independent review,Pending,Pending,Pending,,,Not signed off
UI-PAGE-DBD42E0288,/schools/<str:school_id>,School 360,page,ADMIN; BUSINESS_TRANSFORMATION; CCEO; CD; IA; PL; PROJECT_COORDINATOR,pages/schools/detail.html,pass-automated-contract,Pending independent review,Pending,Pending,Pending,,,Not signed off
UI-PAGE-FD7106249F,/schools/<str:school_id>/add-to-cluster,Add To Cluster Drawer,drawer,ADMIN; CCEO; CD; IA; PL; PROJECT_COORDINATOR; RPL,partials/schools/drawer_error.html; partials/schools/add_to_cluster_drawer.html; partials/schools/toast_success.html,pass-automated-contract,Pending independent review,Pending,Pending,Pending,,,Not signed off
UI-PAGE-7B23BF68B2,/schools/<str:school_id>/assign-to-project,Assign To Project Drawer,drawer,ADMIN; CCEO; CD; IA; PL; PROJECT_COORDINATOR; RPL,partials/schools/drawer_error.html; partials/schools/assign_to_project_drawer.html; partials/schools/toast_success.html,pass-automated-contract,Pending independent review,Pending,Pending,Pending,,,Not signed off
UI-PAGE-BA8419773F,/schools/<str:school_id>/change-type,School Change Type,action,ADMIN; CCEO; CD; IA; PL; PROJECT_COORDINATOR; RPL,,not-applicable-nonvisual,Pending independent review,Pending,Pending,Pending,,,Not signed off
UI-PAGE-F6CF008C33,/schools/<str:school_id>/close,School Close,action,ADMIN; BUSINESS_TRANSFORMATION; CCEO; CD; IA; PL; PROJECT_COORDINATOR,,not-applicable-nonvisual,Pending independent review,Pending,Pending,Pending,,,Not signed off
